,desc,mfc,names,price,url,desc_split,descrip,heat,heat_lvl,ing
47,"
A fresh and flavorful Mexican-style chile de arbol hot sauce, with tomato, carrot, and ginger. Check out Bill Moore's video review here.
Heat Level: Medium
Ingredients: Arbol Chile (dry), Tomato, Carrot, Ginger, Cilantro, Onions, Garlic, Cumin, Olive Oil, Salt, Vinegar.
5.2 oz
",Chipotlan Hot Sauce, Don Chingon Arbol Chile Sauce    ,6.99,https://heathotsauce.com/collections/all/products/don-chingon-arbol-chile-sauce,"[A fresh and flavorful Mexican-style chile de arbol hot sauce, with tomato, carrot, and ginger. Check out Bill Moore's video review here., Heat Level: Medium, Ingredients: Arbol Chile (dry), Tomato, Carrot, Ginger, Cilantro, Onions, Garlic, Cumin, Olive Oil, Salt, Vinegar., 5.2 oz]","A fresh and flavorful Mexican-style chile de arbol hot sauce, with tomato, carrot, and ginger. Check out Bill Moore's video review here.",medium,medium,"Arbol Chile (dry), Tomato, Carrot, Ginger, Cilantro, Onions, Garlic, Cumin, Olive Oil, Salt, Vinegar."
48,"
A fresh and flavorful Mexican-style habanero hot sauce, with garlic, cilantro, and tomato. Check out Bill Moore's video review here.
Heat Level: Hot
Ingredients: Habanero Pepper, Chili Hot Pepper, Arbor Chili Pods, Tomato, Garlic, Cilantro, Olive Oil, Salt, Water, Seasoning, Vinegar.
5.2 oz
",Chipotlan Hot Sauce, Pa' Su Madre Original Habanero    ,6.99,https://heathotsauce.com/collections/all/products/pa-su-madre-original-habanero,"[A fresh and flavorful Mexican-style habanero hot sauce, with garlic, cilantro, and tomato. Check out Bill Moore's video review here., Heat Level: Hot, Ingredients: Habanero Pepper, Chili Hot Pepper, Arbor Chili Pods, Tomato, Garlic, Cilantro, Olive Oil, Salt, Water, Seasoning, Vinegar., 5.2 oz]","A fresh and flavorful Mexican-style habanero hot sauce, with garlic, cilantro, and tomato. Check out Bill Moore's video review here.",hot,hot,"Habanero Pepper, Chili Hot Pepper, Arbor Chili Pods, Tomato, Garlic, Cilantro, Olive Oil, Salt, Water, Seasoning, Vinegar."
49,"
This Sriracha style has plenty of garlic, with an extra kick from 7-pot peppers. Perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. 
Heat Level: Hot/Extra Hot (depending on your tolerance).
Ingredients: Water, Distilled White Vinegar, Onions, Fresno Peppers, Tomato Paste (vine ripened tomatoes), Garlic, Rice Vinegar, Granulated Sugar, Garlic Powder, 7-Pot Pepper, Tamari, Cayenne Pepper, Olive Oil, Salt, Kosher, Pepper, Bhut Jolokia, Citric Acid. Contains: Soy.
5 oz
",Red Hawk Premium Peppers, Holy Alimony    ,8.99,https://heathotsauce.com/collections/all/products/holy-alimony,"[This Sriracha style has plenty of garlic, with an extra kick from 7-pot peppers. Perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. , Heat Level: Hot/Extra Hot (depending on your tolerance)., Ingredients: Water, Distilled White Vinegar, Onions, Fresno Peppers, Tomato Paste (vine ripened tomatoes), Garlic, Rice Vinegar, Granulated Sugar, Garlic Powder, 7-Pot Pepper, Tamari, Cayenne Pepper, Olive Oil, Salt, Kosher, Pepper, Bhut Jolokia, Citric Acid. Contains: Soy., 5 oz]","This Sriracha style has plenty of garlic, with an extra kick from 7-pot peppers. Perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. ",hot,hot,"Water, Distilled White Vinegar, Onions, Fresno Peppers, Tomato Paste (vine ripened tomatoes), Garlic, Rice Vinegar, Granulated Sugar, Garlic Powder, 7-Pot Pepper, Tamari, Cayenne Pepper, Olive Oil, Salt, Kosher, Pepper, Bhut Jolokia, Citric Acid. Contains: Soy."
50,"
This Sriracha style hot sauce has tons of garlic and medium heat from Fresno, Cayenne, and a bit of Ghost Pepper. This sauce would be a perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. 
Heat Level: Medium
Ingredients: Water, Distilled Vinegar, Onions, Fresno Peppers, Tomato Paste (vine ripened tomatoes), Garlic, Rice Vinegar, Granulated Sugar, Garlic Powder, Tamari, Cayenne Pepper, Olive Oil, Kosher Salt, Pepper, Bhut Jolokia, Citric Acid. Contains: Soy.
5 oz
",Red Hawk Premium Peppers, Grounds for Divorce XXX    ,7.99,https://heathotsauce.com/collections/all/products/grounds-for-divorce-xxx,"[This Sriracha style hot sauce has tons of garlic and medium heat from Fresno, Cayenne, and a bit of Ghost Pepper. This sauce would be a perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. , Heat Level: Medium, Ingredients: Water, Distilled Vinegar, Onions, Fresno Peppers, Tomato Paste (vine ripened tomatoes), Garlic, Rice Vinegar, Granulated Sugar, Garlic Powder, Tamari, Cayenne Pepper, Olive Oil, Kosher Salt, Pepper, Bhut Jolokia, Citric Acid. Contains: Soy., 5 oz]","This Sriracha style hot sauce has tons of garlic and medium heat from Fresno, Cayenne, and a bit of Ghost Pepper. This sauce would be a perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. ",medium,medium,"Water, Distilled Vinegar, Onions, Fresno Peppers, Tomato Paste (vine ripened tomatoes), Garlic, Rice Vinegar, Granulated Sugar, Garlic Powder, Tamari, Cayenne Pepper, Olive Oil, Kosher Salt, Pepper, Bhut Jolokia, Citric Acid. Contains: Soy."
51,"
This Sriracha style hot sauce has tons of garlic and mild heat from Fresno and Cayenne peppers. This sauce would be a perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. This sauce would be a perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. 
Heat Level: Mild
Ingredients: Water, Distilled White Vinegar, Onions, Fresno Peppers, Tomato Paste (vine ripened tomato), Garlic, Rice Vinegar, Granulated Sugar, Garlic Powder, Tamari, Cayenne Pepper, Olive Oil, Kosher Salt, Citric Acid.
5 oz
",Red Hawk Premium Peppers, Grounds for Divorce    ,6.99,https://heathotsauce.com/collections/all/products/grounds-for-divorce,"[This Sriracha style hot sauce has tons of garlic and mild heat from Fresno and Cayenne peppers. This sauce would be a perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. This sauce would be a perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. , Heat Level: Mild, Ingredients: Water, Distilled White Vinegar, Onions, Fresno Peppers, Tomato Paste (vine ripened tomato), Garlic, Rice Vinegar, Granulated Sugar, Garlic Powder, Tamari, Cayenne Pepper, Olive Oil, Kosher Salt, Citric Acid., 5 oz]","This Sriracha style hot sauce has tons of garlic and mild heat from Fresno and Cayenne peppers. This sauce would be a perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. This sauce would be a perfect addition to anything ranging from seafood, pork and chicken to Asian or Italian cuisine. ",mild,mild,"Water, Distilled White Vinegar, Onions, Fresno Peppers, Tomato Paste (vine ripened tomato), Garlic, Rice Vinegar, Granulated Sugar, Garlic Powder, Tamari, Cayenne Pepper, Olive Oil, Kosher Salt, Citric Acid."
52,"
Queen Majesty Red Habanero & Black Coffee Hot Sauce perfectly balances an exciting flavor with a sensational heat. It's their hottest recipe, using more than twice the amount of hot peppers than in their Scotch Bonnet & Ginger Sauce. It uses 3 types of vinegar: coffee-infused vinegar, Bragg's apple cider vinegar, and for extra depth of flavor they add in some pure balsamic vinegar. There won't be an overwhelming coffee flavor but what it does add is a nice smoky darkness that stands up to the intense flavor of the red habaneros. This sauce works great with rich foods like chilis, stews and pizza. 
Heat Level: Hot
Ingredients: Fair trade coffee-infused white vinegar, red bell peppers, onions, red habanero hot peppers, apple cider vinegar w/ mother, balsamic vinegar, garlic, olive oil, ginger root, salt and spices. 
5 oz
",Queen Majesty Hot Sauce, Red Habanero & Black Coffee Hot Sauce    ,9.99,https://heathotsauce.com/collections/all/products/red-habanero-black-coffee-hot-sauce,"[Queen Majesty Red Habanero & Black Coffee Hot Sauce perfectly balances an exciting flavor with a sensational heat. It's their hottest recipe, using more than twice the amount of hot peppers than in their Scotch Bonnet & Ginger Sauce. It uses 3 types of vinegar: coffee-infused vinegar, Bragg's apple cider vinegar, and for extra depth of flavor they add in some pure balsamic vinegar. There won't be an overwhelming coffee flavor but what it does add is a nice smoky darkness that stands up to the intense flavor of the red habaneros. This sauce works great with rich foods like chilis, stews and pizza. , Heat Level: Hot, Ingredients: Fair trade coffee-infused white vinegar, red bell peppers, onions, red habanero hot peppers, apple cider vinegar w/ mother, balsamic vinegar, garlic, olive oil, ginger root, salt and spices. , 5 oz]","Queen Majesty Red Habanero & Black Coffee Hot Sauce perfectly balances an exciting flavor with a sensational heat. It's their hottest recipe, using more than twice the amount of hot peppers than in their Scotch Bonnet & Ginger Sauce. It uses 3 types of vinegar: coffee-infused vinegar, Bragg's apple cider vinegar, and for extra depth of flavor they add in some pure balsamic vinegar. There won't be an overwhelming coffee flavor but what it does add is a nice smoky darkness that stands up to the intense flavor of the red habaneros. This sauce works great with rich foods like chilis, stews and pizza. ",hot,hot,"Fair trade coffee-infused white vinegar, red bell peppers, onions, red habanero hot peppers, apple cider vinegar w/ mother, balsamic vinegar, garlic, olive oil, ginger root, salt and spices. "
53,"
Queen Majesty Scotch Bonnet & Ginger Hot Sauce perfectly balances a vibrant flavor with a slow-burning heat. This original recipe is very loosely based off of a Jamaican jerk recipe, but more to compliment than compete with it. The brightness of the ginger and lime also work perfectly to spice up soups and curries or mix a little with honey and use for sweet potatoes or wings. This is a surprisingly versatile sauce and can be added to almost all of your favorite dishes.
Heat Level: Hot

Ingredients: White vinegar, sweet onions, orange bell peppers, scotch bonnet hot peppers, lime juice, ginger root, garlic, olive oil, salt and spices. 
Awards: Winner of Screaming Mimi's Gold Medal 2015 in the All Natural category at the NYC Hot Sauce Expo.
5 oz

",Queen Majesty Hot Sauce, Scotch Bonnet & Ginger Hot Sauce    ,9.99,https://heathotsauce.com/collections/all/products/scotch-bonnet-ginger-hot-sauce,"[Queen Majesty Scotch Bonnet & Ginger Hot Sauce perfectly balances a vibrant flavor with a slow-burning heat. This original recipe is very loosely based off of a Jamaican jerk recipe, but more to compliment than compete with it. The brightness of the ginger and lime also work perfectly to spice up soups and curries or mix a little with honey and use for sweet potatoes or wings. This is a surprisingly versatile sauce and can be added to almost all of your favorite dishes., Heat Level: Hot, Ingredients: White vinegar, sweet onions, orange bell peppers, scotch bonnet hot peppers, lime juice, ginger root, garlic, olive oil, salt and spices. , Awards: Winner of Screaming Mimi's Gold Medal 2015 in the All Natural category at the NYC Hot Sauce Expo., 5 oz]","Queen Majesty Scotch Bonnet & Ginger Hot Sauce perfectly balances a vibrant flavor with a slow-burning heat. This original recipe is very loosely based off of a Jamaican jerk recipe, but more to compliment than compete with it. The brightness of the ginger and lime also work perfectly to spice up soups and curries or mix a little with honey and use for sweet potatoes or wings. This is a surprisingly versatile sauce and can be added to almost all of your favorite dishes.",hot,hot,"White vinegar, sweet onions, orange bell peppers, scotch bonnet hot peppers, lime juice, ginger root, garlic, olive oil, salt and spices. "
54,"
An award-winning combo of jalapeños, tequila, and lime, along with a dash of green apple and ginger.
Heat Level: Mild
Ingredients: White vinegar, jalapeño peppers, onions, apple cider vinegar with mother, lime juice, white tequila, garlic, green apple, ginger root, olive oil, salt & spices.
Awards: WInner of Screaming Mimi's Gold Medal 2015 & Silver Medal 2014 in the Jalapeño category at the NYC Hot Sauce Expo
5 oz
",Queen Majesty Hot Sauce, Jalapeño Tequila & Lime Hot Sauce    ,9.99,https://heathotsauce.com/collections/all/products/jalapeno-tequila-lime-hot-sauce,"[An award-winning combo of jalapeños, tequila, and lime, along with a dash of green apple and ginger., Heat Level: Mild, Ingredients: White vinegar, jalapeño peppers, onions, apple cider vinegar with mother, lime juice, white tequila, garlic, green apple, ginger root, olive oil, salt & spices., Awards: WInner of Screaming Mimi's Gold Medal 2015 & Silver Medal 2014 in the Jalapeño category at the NYC Hot Sauce Expo, 5 oz]","An award-winning combo of jalapeños, tequila, and lime, along with a dash of green apple and ginger.",mild,mild,"White vinegar, jalapeño peppers, onions, apple cider vinegar with mother, lime juice, white tequila, garlic, green apple, ginger root, olive oil, salt & spices."
55,"
Deep, rich flavors of ripe, red chili peppers with toasted spices and the brightness of distilled vinegar comprise this wonderfully complex, well-rounded sauce. Add it to sandwiches, soups, tacos - anywhere you want a kick of flavor.
Heat Level: Medium
Ingredients: Red Chili Peppers, Distilled Vinegar, Garlic, Salt, Black Pepper, Oregano, Cumin.
8 oz
",Tia Lupita, Tia Lupita Hot Sauce    ,6.99,https://heathotsauce.com/collections/all/products/tia-lupita-hot-sauce,"[Deep, rich flavors of ripe, red chili peppers with toasted spices and the brightness of distilled vinegar comprise this wonderfully complex, well-rounded sauce. Add it to sandwiches, soups, tacos - anywhere you want a kick of flavor., Heat Level: Medium, Ingredients: Red Chili Peppers, Distilled Vinegar, Garlic, Salt, Black Pepper, Oregano, Cumin., 8 oz]","Deep, rich flavors of ripe, red chili peppers with toasted spices and the brightness of distilled vinegar comprise this wonderfully complex, well-rounded sauce. Add it to sandwiches, soups, tacos - anywhere you want a kick of flavor.",medium,medium,"Red Chili Peppers, Distilled Vinegar, Garlic, Salt, Black Pepper, Oregano, Cumin."
56,"
A 1 gallon jug of the absolutely delicious sriracha style sauce with a nice habanero kick. A hint of tangerine juice adds a sweet tangy flavor without overpowering the fruity flavor of the habanero.
Heat Level: Hot
Ingredients: Organic Carrots, Onions, Habanero Peppers, Organic Distilled Vinegar, Garlic, Organic Cane Sugar, Tangerine Juice Concentrate, Salt, Lime Juice Concentrate.
1 Gallon
",Yellowbird, Yellowbird Habanero 1 Gallon Jug    ,60.0,https://heathotsauce.com/collections/all/products/yellowbird-habanero-1-gallon-jug,"[A 1 gallon jug of the absolutely delicious sriracha style sauce with a nice habanero kick. A hint of tangerine juice adds a sweet tangy flavor without overpowering the fruity flavor of the habanero., Heat Level: Hot, Ingredients: Organic Carrots, Onions, Habanero Peppers, Organic Distilled Vinegar, Garlic, Organic Cane Sugar, Tangerine Juice Concentrate, Salt, Lime Juice Concentrate., 1 Gallon]",A 1 gallon jug of the absolutely delicious sriracha style sauce with a nice habanero kick. A hint of tangerine juice adds a sweet tangy flavor without overpowering the fruity flavor of the habanero.,hot,hot,"Ingredients: Organic Carrots, Onions, Habanero Peppers, Organic Distilled Vinegar, Garlic, Organic Cane Sugar, Tangerine Juice Concentrate, Salt, Lime Juice Concentrate."
57,"
Sultry Sauce is the pinnacle of heat and flavor. It's a great mix of carrot, onion, tomato, mandarin orange with a good habanero kick. You can cook with it, put it on a sandwich, or add it to anything for heat that builds with every bite.
Heat Level: Medium
Ingredients: Mandarin Oranges, Tomatoes, Carrots, Onions, Habanero Peppers, Vinegar, Garlic, Sugar, and other all-natural spices.
8 oz
",Torchbearer Sauces, Torchbearer Sultry Sauce    ,7.99,https://heathotsauce.com/collections/all/products/torchbearer-sultry-sauce,"[Sultry Sauce is the pinnacle of heat and flavor. It's a great mix of carrot, onion, tomato, mandarin orange with a good habanero kick. You can cook with it, put it on a sandwich, or add it to anything for heat that builds with every bite., Heat Level: Medium, Ingredients: Mandarin Oranges, Tomatoes, Carrots, Onions, Habanero Peppers, Vinegar, Garlic, Sugar, and other all-natural spices., 8 oz]","Sultry Sauce is the pinnacle of heat and flavor. It's a great mix of carrot, onion, tomato, mandarin orange with a good habanero kick. You can cook with it, put it on a sandwich, or add it to anything for heat that builds with every bite.",medium,medium,"Ingredients: Mandarin Oranges, Tomatoes, Carrots, Onions, Habanero Peppers, Vinegar, Garlic, Sugar, and other all-natural spices."
58,"
Irazu Volcanic Pepper Sauce's Carolina Reaper 70 hot sauce clocks in at roughly over 1,050,000 SHU because 70% of this sauce is pure Carolina Reaper Peppers, which average about 1.5 million SHU on their own.
Heat Level: Extreme
﻿Ingredients: ﻿Carolina Reaper Pepper, Water, Salt, Onion, Cane Vinegar, Garlic, Lemon Juice, Acetic Acid, Ascorbic Acid, Xantham Gum.
﻿5 oz
",Irazu Volcanic Pepper Sauce, Irazu Reaper 70    ,9.99,https://heathotsauce.com/collections/all/products/irazu-reaper-70,"[Irazu Volcanic Pepper Sauce's Carolina Reaper 70 hot sauce clocks in at roughly over 1,050,000 SHU because 70% of this sauce is pure Carolina Reaper Peppers, which average about 1.5 million SHU on their own., Heat Level: Extreme, ﻿Ingredients: ﻿Carolina Reaper Pepper, Water, Salt, Onion, Cane Vinegar, Garlic, Lemon Juice, Acetic Acid, Ascorbic Acid, Xantham Gum., ﻿5 oz]","Irazu Volcanic Pepper Sauce's Carolina Reaper 70 hot sauce clocks in at roughly over 1,050,000 SHU because 70% of this sauce is pure Carolina Reaper Peppers, which average about 1.5 million SHU on their own.",extreme,extreme,"﻿Ingredients: ﻿Carolina Reaper Pepper, Water, Salt, Onion, Cane Vinegar, Garlic, Lemon Juice, Acetic Acid, Ascorbic Acid, Xantham Gum."
59,"
Unholy Trinity by Irazu is an award-winning hot sauce that combines the three hottest peppers in the world: Carolina Reaper, Scorpion, and Ghost Pepper. 75% of this hot sauce is a combination of these scorching peppers and you will not find even a trace of extract to hinder the flavor.
Heat Level: Extra Hot
Ingredients: Scorpion Pepper, Carolina Reaper Pepper, Ghost Pepper, Water, Salt, Cane Vinegar, Onion, Lemon Juice, Garlic, Acetic Acid, Ascorbic Acid, Xanthan Gum. 
5 oz
",Irazu Volcanic Pepper Sauce, Irazu Unholy Trinity    ,9.99,https://heathotsauce.com/collections/all/products/irazu-unholy-trinity,"[Unholy Trinity by Irazu is an award-winning hot sauce that combines the three hottest peppers in the world: Carolina Reaper, Scorpion, and Ghost Pepper. 75% of this hot sauce is a combination of these scorching peppers and you will not find even a trace of extract to hinder the flavor., Heat Level: Extra Hot, Ingredients: Scorpion Pepper, Carolina Reaper Pepper, Ghost Pepper, Water, Salt, Cane Vinegar, Onion, Lemon Juice, Garlic, Acetic Acid, Ascorbic Acid, Xanthan Gum. , 5 oz]","Unholy Trinity by Irazu is an award-winning hot sauce that combines the three hottest peppers in the world: Carolina Reaper, Scorpion, and Ghost Pepper. 75% of this hot sauce is a combination of these scorching peppers and you will not find even a trace of extract to hinder the flavor.",extra hot,extra hot,"Ingredients: Scorpion Pepper, Carolina Reaper Pepper, Ghost Pepper, Water, Salt, Cane Vinegar, Onion, Lemon Juice, Garlic, Acetic Acid, Ascorbic Acid, Xanthan Gum. "
60,"
Hot Winter Hot Sauce is made with organically grown heirloom peppers. This limited edition Aleppo pepper sauce has a medium hot kick and earthly flavor. Hot Winter donates 20% of revenue from this sauce to the Seattle chapter of the International Rescue Committee.
Heat Level: Medium
Ingredients: Organic Aleppo peppers, organic rice and cider vinegars, organic cane sugar, kosher salt, organic hardneck garlic. 
6 oz
",Hot Winter, Hot Winter Aleppo    ,9.99,https://heathotsauce.com/collections/all/products/hot-winter-aleppo,"[Hot Winter Hot Sauce is made with organically grown heirloom peppers. This limited edition Aleppo pepper sauce has a medium hot kick and earthly flavor. Hot Winter donates 20% of revenue from this sauce to the Seattle chapter of the International Rescue Committee., Heat Level: Medium, Ingredients: Organic Aleppo peppers, organic rice and cider vinegars, organic cane sugar, kosher salt, organic hardneck garlic. , 6 oz]",Hot Winter Hot Sauce is made with organically grown heirloom peppers. This limited edition Aleppo pepper sauce has a medium hot kick and earthly flavor. Hot Winter donates 20% of revenue from this sauce to the Seattle chapter of the International Rescue Committee.,medium,medium,"Ingredients: Organic Aleppo peppers, organic rice and cider vinegars, organic cane sugar, kosher salt, organic hardneck garlic. "
61,"
A creamy sauce that's almost more like an aioli than a hot sauce, this stuff is great on sandwiches and burgers, or use it as a dip for pizza or wings.
Heat Level: Very Mild
Ingredients: Garlic, Canola Oil, Lime Juice, Distilled White Vinegar, Dijon Mustard, Water, and Other All-Natural Spices.
8 oz
",Torchbearer Sauces, Oh My Garlic    ,7.99,https://heathotsauce.com/collections/all/products/oh-my-garlic,"[A creamy sauce that's almost more like an aioli than a hot sauce, this stuff is great on sandwiches and burgers, or use it as a dip for pizza or wings., Heat Level: Very Mild, Ingredients: Garlic, Canola Oil, Lime Juice, Distilled White Vinegar, Dijon Mustard, Water, and Other All-Natural Spices., 8 oz]","A creamy sauce that's almost more like an aioli than a hot sauce, this stuff is great on sandwiches and burgers, or use it as a dip for pizza or wings.",very mild,,"Ingredients: Garlic, Canola Oil, Lime Juice, Distilled White Vinegar, Dijon Mustard, Water, and Other All-Natural Spices."
62,"
A complex, floral and citrusy blend of Aji peppers that originate in Peru. 
Heat Level: HotIngredients: Organic Aji Peppers (Melocotan, Amarillo, Cito), Organic Rice and Cider Vinegars, Organic Cane Sugar, Kosher Salt, Organic Hardneck Garlic. 
6 oz
",Hot Winter, Hot Winter Aji Blend (Limited Edition)    ,9.99,https://heathotsauce.com/collections/all/products/hot-winter-aji-blend-limited-edition,"[A complex, floral and citrusy blend of Aji peppers that originate in Peru. , Heat Level: HotIngredients: Organic Aji Peppers (Melocotan, Amarillo, Cito), Organic Rice and Cider Vinegars, Organic Cane Sugar, Kosher Salt, Organic Hardneck Garlic. , 6 oz]","A complex, floral and citrusy blend of Aji peppers that originate in Peru. ",hotingredients,,"Heat Level: HotOrganic Aji Peppers (Melocotan, Amarillo, Cito), Organic Rice and Cider Vinegars, Organic Cane Sugar, Kosher Salt, Organic Hardneck Garlic. "
63,"
A superhot ghost pepper sauce made with 16 whole ghost peppers per bottle, along with habaneros, carrots, and mandarin orange for a bright citrusy finish.
Heat Level: Extra Hot
Ingredients: Bhut Jolokia Peppers, Habanero Peppers, Carrot, Mandarin Orange, Tomatoes, Distilled White Vinegar, Vegetable Oil, Garlic, Sugar, and other all natural spices.
5 oz
",Torchbearer Sauces, Zombie Apocalypse    ,17.95,https://heathotsauce.com/collections/all/products/zombie-apocalypse,"[A superhot ghost pepper sauce made with 16 whole ghost peppers per bottle, along with habaneros, carrots, and mandarin orange for a bright citrusy finish., Heat Level: Extra Hot, Ingredients: Bhut Jolokia Peppers, Habanero Peppers, Carrot, Mandarin Orange, Tomatoes, Distilled White Vinegar, Vegetable Oil, Garlic, Sugar, and other all natural spices., 5 oz]","A superhot ghost pepper sauce made with 16 whole ghost peppers per bottle, along with habaneros, carrots, and mandarin orange for a bright citrusy finish.",extra hot,extra hot,"Ingredients: Bhut Jolokia Peppers, Habanero Peppers, Carrot, Mandarin Orange, Tomatoes, Distilled White Vinegar, Vegetable Oil, Garlic, Sugar, and other all natural spices."
64,"
A Barbados style pepper sauce made without the traditional mustard component (see Lottie's Yellow for a mustardy version). The flavor of the red Scotch Bonnet chile is front and center.
Heat Level: Hot
Ingredients: Scotch Bonnet Peppers, Vinegar, Onions, Salt, Garlic, and Xanthan Gum.



6.75 oz
",Tejano Salsa, Lottie's Red Scotch Bonnet Sauce    ,7.95,https://heathotsauce.com/collections/all/products/lotties-red-scotch-bonnet-sauce,"[A Barbados style pepper sauce made without the traditional mustard component (see Lottie's Yellow for a mustardy version). The flavor of the red Scotch Bonnet chile is front and center., Heat Level: Hot, Ingredients: Scotch Bonnet Peppers, Vinegar, Onions, Salt, Garlic, and Xanthan Gum., 6.75 oz]",A Barbados style pepper sauce made without the traditional mustard component (see Lottie's Yellow for a mustardy version). The flavor of the red Scotch Bonnet chile is front and center.,hot,hot,"Ingredients: Scotch Bonnet Peppers, Vinegar, Onions, Salt, Garlic, and Xanthan Gum."
65,"
A flavorful blend of red ripe Serrano chiles, sweet agave nectar, fresh garlic and tequila.  
Heat Level: Medium
Ingredients: Ripe Red Serrano Chiles, Agave Nectar, Distilled Vinegar, Minced Fresh Garlic, Tequila (Reposada), Salt, Cilantro.
6.8 oz
",CaJohn's, CaJohn's El Corazon    ,7.6,https://heathotsauce.com/collections/all/products/cajohns-el-corazon,"[A flavorful blend of red ripe Serrano chiles, sweet agave nectar, fresh garlic and tequila.  , Heat Level: Medium, Ingredients: Ripe Red Serrano Chiles, Agave Nectar, Distilled Vinegar, Minced Fresh Garlic, Tequila (Reposada), Salt, Cilantro., 6.8 oz]","A flavorful blend of red ripe Serrano chiles, sweet agave nectar, fresh garlic and tequila.  ",medium,medium,"Ingredients: Ripe Red Serrano Chiles, Agave Nectar, Distilled Vinegar, Minced Fresh Garlic, Tequila (Reposada), Salt, Cilantro."
66,"
A tasty sriracha style sauce with a solid ghost pepper kick. Carrots and tomato are blended to create savory base, and a hint of tangerine juice adds a sweet tangy flavor. 
Heat Level: Extra Hot (depending on your tolerance, this may be more of a 'hot' rather than 'extra hot).
Ingredients: Water, Organic Carrots, Organic Tomato Paste, Onions, Organic Distilled Vinegar, Garlic, Organic Cane Sugar, Ghost Peppers, Tangerine Juice Concentrate, Salt, Lime Juice Concentrate.
 9.8 oz or 19.6 oz (use drop down menu to select bottle size)
",Yellowbird, Yellowbird Ghost Pepper Sauce    ,5.99,https://heathotsauce.com/collections/all/products/yellowbird-ghost-pepper-sauce,"[A tasty sriracha style sauce with a solid ghost pepper kick. Carrots and tomato are blended to create savory base, and a hint of tangerine juice adds a sweet tangy flavor. , Heat Level: Extra Hot (depending on your tolerance, this may be more of a 'hot' rather than 'extra hot)., Ingredients: Water, Organic Carrots, Organic Tomato Paste, Onions, Organic Distilled Vinegar, Garlic, Organic Cane Sugar, Ghost Peppers, Tangerine Juice Concentrate, Salt, Lime Juice Concentrate.,  9.8 oz or 19.6 oz (use drop down menu to select bottle size)]","A tasty sriracha style sauce with a solid ghost pepper kick. Carrots and tomato are blended to create savory base, and a hint of tangerine juice adds a sweet tangy flavor. ","extra hot (depending on your tolerance, this may be more of a 'hot' rather than 'extra hot)",,"Water, Organic Carrots, Organic Tomato Paste, Onions, Organic Distilled Vinegar, Garlic, Organic Cane Sugar, Ghost Peppers, Tangerine Juice Concentrate, Salt, Lime Juice Concentrate."
67,"
The Hot Red SoCal Hot Sauce is a thick, savory, sweet and spicy sauce that has a touch of Ghost Pepper. 
Heat Level: Hot
Ingredients: Vinegar, Water, Tomato Paste, Sugar, Onion, Carrots, Red Chiles, Salt, Monosodium Glutamate, Spices, Onion Powder, Garlic, Chili Powder, Garlic Powder, Xanthan Gum, Sodium Benzoate.
Awards: The Hot Pepper, Foodie Award. Best on Eggs.
2017 Hot Pepper Awards, 1st place, Ethnic Category.
2017 Hot Pepper Awards, 2nd place, Sweet and Savory. 
2017 Fiery Foods Show, 3rd place, Taco Sauce. 
5 oz 
",SoCal Hot Sauce, Hot Red SoCal Hot Sauce    ,7.99,https://heathotsauce.com/collections/all/products/hot-red-socal-hot-sauce,"[The Hot Red SoCal Hot Sauce is a thick, savory, sweet and spicy sauce that has a touch of Ghost Pepper. , Heat Level: Hot, Ingredients: Vinegar, Water, Tomato Paste, Sugar, Onion, Carrots, Red Chiles, Salt, Monosodium Glutamate, Spices, Onion Powder, Garlic, Chili Powder, Garlic Powder, Xanthan Gum, Sodium Benzoate., Awards: The Hot Pepper, Foodie Award. Best on Eggs., 2017 Hot Pepper Awards, 1st place, Ethnic Category., 2017 Hot Pepper Awards, 2nd place, Sweet and Savory. , 2017 Fiery Foods Show, 3rd place, Taco Sauce. , 5 oz ]","The Hot Red SoCal Hot Sauce is a thick, savory, sweet and spicy sauce that has a touch of Ghost Pepper. ",hot,hot,"Vinegar, Water, Tomato Paste, Sugar, Onion, Carrots, Red Chiles, Salt, Monosodium Glutamate, Spices, Onion Powder, Garlic, Chili Powder, Garlic Powder, Xanthan Gum, Sodium Benzoate."
